Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results,procedure_category
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2016.0,526,6,1.14,1.35,1.04,0.38,2.27,Rate not different than Statewide Rate,0
1,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2016.0,503,12,2.39,1.14,1.75,0.9,3.06,Rate significantly higher than Statewide Rate,1
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2016.0,210,1,0.48,1.0,0.4,0.01,2.21,Rate not different than Statewide Rate,1
746,Bassett Medical Center,Capital District,Capital District,Non-Emergency PCI,2016.0,460,5,1.09,0.82,1.1,0.36,2.57,Rate not different than Statewide Rate,1
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,345,5,1.45,2.72,1.69,0.55,3.95,Rate not different than Statewide Rate,5
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,366,2,0.55,1.08,0.42,0.05,1.52,Rate not different than Statewide Rate,1
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,All PCI,2015.0,119,1,0.84,0.96,0.99,0.01,5.53,Rate not different than Statewide Rate,0
1005,Glens Falls Hospital,Capital District,Capital District,Emergency PCI,2017.0,202,7,3.47,2.87,3.83,1.54,7.9,Rate not different than Statewide Rate,5
1178,BronxCare Health System,Bronx,NY Metro - NYC,Non-Emergency PCI,2016.0,114,1,0.88,0.68,1.08,0.01,6.03,Rate not different than Statewide Rate,1
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2016.0,170,0,0.0,1.68,0.0,0.0,1.07,Rate not different than Statewide Rate,1
207,Buffalo General Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2016.0,1143,10,0.87,0.73,1.0,0.48,1.83,Rate not different than Statewide Rate,1
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Emergency PCI,2017.0,414,16,3.86,3.56,3.44,1.97,5.59,Rate not different than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,289,9,3.11,3.05,3.24,1.48,6.16,Rate not different than Statewide Rate,5
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Emergency PCI,2017.0,592,13,2.2,2.84,2.45,1.3,4.19,Rate not different than Statewide Rate,5
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2017.0,87,5,5.75,4.16,4.39,1.41,10.24,Rate not different than Statewide Rate,5
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2016.0,68,1,1.47,1.01,1.21,0.02,6.74,Rate not different than Statewide Rate,1
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Emergency PCI,2017.0,585,12,2.05,4.05,1.61,0.83,2.81,Rate significantly lower than Statewide Rate,5
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,244,3,1.23,2.08,1.79,0.36,5.24,Rate not different than Statewide Rate,2
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2015.0,799,3,0.38,0.7,0.4,0.08,1.17,Rate not different than Statewide Rate,1
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Emergency PCI,2017.0,438,12,2.74,2.6,3.35,1.73,5.85,Rate not different than Statewide Rate,5
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Emergency PCI,2017.0,345,16,4.64,2.55,5.77,3.29,9.37,Rate significantly higher than Statewide Rate,5
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,351,13,3.7,4.61,2.55,1.36,4.36,Rate not different than Statewide Rate,5
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Emergency PCI,2017.0,400,15,3.75,3.67,3.24,1.81,5.35,Rate not different than Statewide Rate,5
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Emergency PCI,2017.0,214,13,6.07,4.05,4.76,2.53,8.13,Rate not different than Statewide Rate,5
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,446,16,3.59,4.81,2.36,1.35,3.84,Rate not different than Statewide Rate,5
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,457,15,3.28,4.96,2.1,1.17,3.46,Rate not different than Statewide Rate,5
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,177,6,3.39,3.69,2.91,1.06,6.34,Rate not different than Statewide Rate,5
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2016.0,285,3,1.05,0.62,1.42,0.29,4.16,Rate not different than Statewide Rate,1
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2016.0,328,3,0.91,0.9,0.85,0.17,2.48,Rate not different than Statewide Rate,1
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2016.0,262,0,0.0,0.37,0.0,0.0,3.2,Rate not different than Statewide Rate,1
1471,SVCMC- St. Vincents,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,51,6,11.76,3.77,9.91,3.62,21.58,Rate significantly higher than Statewide Rate,5
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2016.0,148,1,0.68,0.4,1.42,0.02,7.92,Rate not different than Statewide Rate,1
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2016.0,362,2,0.55,0.85,0.54,0.06,1.96,Rate not different than Statewide Rate,1
925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,972,8,0.82,0.55,1.25,0.54,2.47,Rate not different than Statewide Rate,1
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,459,5,1.09,0.62,1.47,0.48,3.44,Rate not different than Statewide Rate,1
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2015.0,584,8,1.37,1.3,1.2,0.52,2.36,Rate not different than Statewide Rate,0
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2016.0,148,1,0.68,0.66,0.85,0.01,4.72,Rate not different than Statewide Rate,1
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2015.0,944,7,0.74,1.1,0.76,0.31,1.57,Rate not different than Statewide Rate,0
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Emergency PCI,2017.0,267,12,4.49,4.38,3.26,1.68,5.69,Rate not different than Statewide Rate,5
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Non-Emergency PCI,2015.0,89,1,1.12,0.38,2.2,0.03,12.25,Rate not different than Statewide Rate,1
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Emergency PCI,2017.0,474,13,2.74,2.89,3.01,1.6,5.15,Rate not different than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,1580,10,0.63,0.61,0.87,0.42,1.6,Rate not different than Statewide Rate,1
885,Long Island Comm. Hosp.,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,313,3,0.96,0.51,1.58,0.32,4.61,Rate not different than Statewide Rate,1
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2016.0,564,3,0.53,0.71,0.62,0.12,1.82,Rate not different than Statewide Rate,1
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Emergency PCI,2017.0,129,7,5.43,3.38,5.1,2.04,10.5,Rate not different than Statewide Rate,5
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Emergency PCI,2017.0,221,8,3.62,3.6,3.19,1.38,6.29,Rate not different than Statewide Rate,5
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2011.0,272,1,0.37,1.36,0.33,0.0,1.86,Rate not different than Statewide Rate,4
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2016.0,1049,11,1.05,1.31,0.67,0.33,1.19,Rate not different than Statewide Rate,1
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2015.0,1056,8,0.76,1.89,0.46,0.2,0.9,Rate significantly lower than Statewide Rate,0
213,Mercy Hospital-Buffalo,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2016.0,846,12,1.42,0.75,1.58,0.82,2.77,Rate not different than Statewide Rate,1
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,524,19,3.63,3.74,3.08,1.85,4.8,Rate not different than Statewide Rate,5
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Emergency PCI,2017.0,41,3,7.32,3.81,6.09,1.22,17.79,Rate not different than Statewide Rate,5
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,416,6,1.44,3.75,1.16,0.43,2.54,Rate significantly lower than Statewide Rate,2
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2016.0,859,4,0.47,0.76,0.51,0.14,1.31,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,2103,55,2.62,3.17,2.5,1.88,3.25,Rate not different than Statewide Rate,2
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,275,8,2.91,3.62,3.69,1.59,7.27,Rate not different than Statewide Rate,2
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,330,25,7.58,4.78,7.27,4.71,10.74,Rate significantly higher than Statewide Rate,2
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2016.0,508,3,0.59,0.94,0.52,0.11,1.53,Rate not different than Statewide Rate,1
0,NYS - All Hospitals,New York State,New York State,CABG,2011.0,8627,107,1.24,1.24,1.24,0.9005114254624592,5.92929996372869,Statewide Rate,4
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,1501,5,0.33,0.69,0.4,0.13,0.94,Rate not different than Statewide Rate,1
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,3361,32,0.95,0.74,1.07,0.73,1.51,Rate not different than Statewide Rate,1
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,614,6,0.98,1.52,0.54,0.2,1.17,Rate not different than Statewide Rate,1
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Non-Emergency PCI,2016.0,992,11,1.11,0.78,1.18,0.59,2.11,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,2055,12,0.58,0.84,0.58,0.3,1.01,Rate not different than Statewide Rate,1
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2016.0,199,1,0.5,0.68,0.62,0.01,3.46,Rate not different than Statewide Rate,1
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,653,48,7.35,5.24,6.44,4.75,8.54,Rate significantly higher than Statewide Rate,2
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,643,16,2.49,5.19,2.2,1.26,3.58,Rate significantly lower than Statewide Rate,2
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2016.0,537,1,0.19,0.49,0.32,0.0,1.75,Rate not different than Statewide Rate,1
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,428,19,4.44,5.02,4.06,2.44,6.34,Rate not different than Statewide Rate,2
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,956,4,0.42,0.9,0.39,0.1,1.0,Rate not different than Statewide Rate,1
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2016.0,1782,13,0.73,0.5,1.23,0.65,2.1,Rate not different than Statewide Rate,1
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,457,21,4.6,5.04,4.19,2.59,6.41,Rate not different than Statewide Rate,2
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Valve or Valve/CABG,2017.0,364,24,6.59,5.18,5.85,3.75,8.71,Rate not different than Statewide Rate,2
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1538,73,4.75,4.27,5.1,4.0,6.42,Rate not different than Statewide Rate,2
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Valve or Valve/CABG,2017.0,73,2,2.74,3.45,3.65,0.41,13.16,Rate not different than Statewide Rate,2
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,180,8,4.44,4.65,4.39,1.89,8.64,Rate not different than Statewide Rate,2
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1776,80,4.5,4.57,4.52,3.59,5.63,Rate not different than Statewide Rate,2
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1212,26,2.15,3.96,2.49,1.62,3.64,Rate significantly lower than Statewide Rate,2
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,1213,39,3.22,3.42,4.32,3.07,5.9,Rate not different than Statewide Rate,2
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2015.0,149,4,2.68,2.15,1.94,0.52,4.97,Rate not different than Statewide Rate,4
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2016.0,185,1,0.54,1.06,0.43,0.01,2.38,Rate not different than Statewide Rate,1
1471,SVCMC- St. Vincents,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,51,4,7.84,2.74,13.15,3.54,33.67,Rate not different than Statewide Rate,2
511,NYU Winthrop Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,942,6,0.64,0.94,0.57,0.21,1.24,Rate not different than Statewide Rate,1
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2015.0,112,1,0.89,1.2,0.55,0.01,3.08,Rate not different than Statewide Rate,1
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,2068,21,1.02,0.92,0.92,0.57,1.4,Rate not different than Statewide Rate,1
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,258,12,4.65,4.1,5.2,2.69,9.09,Rate not different than Statewide Rate,2
66,Olean General Hosp.,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2016.0,91,2,2.2,0.8,2.28,0.26,8.24,Rate not different than Statewide Rate,1
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2017.0,303,17,5.61,3.64,7.08,4.12,11.34,Rate not different than Statewide Rate,2
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2016.0,410,4,0.98,0.94,0.87,0.23,2.22,Rate not different than Statewide Rate,1
1738,Richmond Univ Med Cntr,Staten Island,NY Metro - NYC,Non-Emergency PCI,2016.0,119,0,0.0,0.6,0.0,0.0,4.32,Rate not different than Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2017.0,142,7,4.93,5.17,4.37,1.75,9.01,Rate not different than Statewide Rate,2
1178,Bronx-Lebanon-Concourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2015.0,70,0,0.0,0.68,0.0,0.0,5.73,Rate not different than Statewide Rate,1
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2016.0,1232,9,0.73,0.85,0.72,0.33,1.37,Rate not different than Statewide Rate,1
756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2016.0,122,2,1.64,0.51,2.71,0.3,9.78,Rate not different than Statewide Rate,1
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2017.0,503,15,2.98,5.19,2.64,1.48,4.35,Rate significantly lower than Statewide Rate,2
818,Saratoga Hospital,Capital District,Capital District,Non-Emergency PCI,2016.0,66,1,1.52,0.82,1.54,0.02,8.56,Rate not different than Statewide Rate,1
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,330,1,0.3,0.67,0.38,0.0,2.1,Rate not different than Statewide Rate,1
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,684,12,1.75,0.76,1.93,1.0,3.37,Rate significantly higher than Statewide Rate,1
1304,NYU Langone Hosp.-Brooklyn,Kings,NY Metro - NYC,All PCI,2015.0,187,2,1.07,2.04,0.6,0.07,2.15,Rate not different than Statewide Rate,0
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2016.0,144,2,1.39,0.89,1.3,0.15,4.69,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,TAVR,2017.0,959,34,3.55,5.63,2.99,2.07,4.18,Rate significantly lower than Statewide Rate,3
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2015.0,255,8,3.14,2.28,2.14,0.92,4.22,Rate not different than Statewide Rate,4
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,TAVR,2017.0,322,12,3.73,3.44,5.15,2.66,8.99,Rate not different than Statewide Rate,3
1306,NYP-Brooklyn Methodist,Kings,NY Metro - NYC,Non-Emergency PCI,2015.0,1130,11,0.97,0.67,1.08,0.54,1.94,Rate not different than Statewide Rate,1
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2015.0,2227,13,0.58,0.67,0.65,0.34,1.11,Rate not different than Statewide Rate,1
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2011.0,479,10,2.09,1.21,1.68,0.8,3.08,Rate not different than Statewide Rate,0
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,All PCI,2011.0,1538,13,0.85,0.78,1.06,0.56,1.81,Rate not different than Statewide Rate,0
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,All PCI,2011.0,67,2,2.99,1.48,1.96,0.22,7.08,Rate not different than Statewide Rate,0
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2011.0,209,3,1.44,1.35,1.03,0.21,3.02,Rate not different than Statewide Rate,0
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,255,0,0.0,0.78,0.0,0.0,1.53,Rate not different than Statewide Rate,1
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2016.0,766,8,1.04,0.98,0.89,0.38,1.75,Rate not different than Statewide Rate,1
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2015.0,183,2,1.09,1.55,0.8,0.09,2.9,Rate not different than Statewide Rate,0
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2016.0,2560,19,0.74,0.87,0.71,0.43,1.12,Rate not different than Statewide Rate,1
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2016.0,1455,20,1.37,1.17,0.98,0.6,1.51,Rate not different than Statewide Rate,1
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,All PCI,2011.0,448,4,0.89,1.09,0.79,0.21,2.04,Rate not different than Statewide Rate,0
694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2016.0,284,2,0.7,0.89,0.66,0.07,2.39,Rate not different than Statewide Rate,1
5,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2016.0,729,5,0.69,0.73,0.78,0.25,1.82,Rate not different than Statewide Rate,1
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2011.0,231,1,0.43,0.68,0.62,0.01,3.44,Rate not different than Statewide Rate,0
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2017.0,275,6,2.18,2.67,2.48,0.91,5.4,Rate not different than Statewide Rate,2
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2016.0,606,5,0.83,0.64,1.07,0.34,2.5,Rate not different than Statewide Rate,1
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2016.0,811,7,0.86,0.82,0.87,0.35,1.8,Rate not different than Statewide Rate,1
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2011.0,220,11,5.0,1.71,2.84,1.42,5.08,Rate significantly higher than Statewide Rate,0
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2011.0,1812,12,0.66,0.72,0.89,0.46,1.55,Rate not different than Statewide Rate,0
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2011.0,1848,10,0.54,0.78,0.68,0.32,1.24,Rate not different than Statewide Rate,0
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2011.0,323,5,1.55,1.49,1.0,0.32,2.34,Rate not different than Statewide Rate,0
58,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2016.0,586,4,0.68,0.89,0.64,0.17,1.64,Rate not different than Statewide Rate,1
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2011.0,1076,13,1.21,1.51,0.77,0.41,1.32,Rate not different than Statewide Rate,0
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2015.0,1056,11,1.04,1.23,0.96,0.48,1.72,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2015.0,194,4,2.06,1.41,2.28,0.61,5.84,Rate not different than Statewide Rate,4
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2011.0,628,2,0.32,0.83,0.37,0.04,1.34,Rate not different than Statewide Rate,0
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2011.0,533,10,1.88,1.32,1.38,0.66,2.53,Rate not different than Statewide Rate,0
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2011.0,4676,27,0.58,0.71,0.79,0.52,1.14,Rate not different than Statewide Rate,0
1637,NY Hospital - Queens,Queens,NY Metro - NYC,All PCI,2011.0,676,5,0.74,0.86,0.83,0.27,1.94,Rate not different than Statewide Rate,0
1306,NY Methodist Hospital,Kings,NY Metro - NYC,All PCI,2011.0,1480,11,0.74,0.66,1.08,0.54,1.94,Rate not different than Statewide Rate,0
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2011.0,3010,19,0.63,0.99,0.62,0.37,0.96,Rate significantly lower than Statewide Rate,0
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2011.0,1359,21,1.55,1.26,1.18,0.73,1.81,Rate not different than Statewide Rate,0
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2011.0,1116,8,0.72,0.62,1.11,0.48,2.19,Rate not different than Statewide Rate,0
135,UVM Health Network CVP,Capital District,Capital District,Non-Emergency PCI,2016.0,431,5,1.16,0.89,1.08,0.35,2.53,Rate not different than Statewide Rate,1
1122,NYP-Lawrence Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2015.0,93,0,0.0,0.72,0.0,0.0,4.07,Rate not different than Statewide Rate,1
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2016.0,222,4,1.8,0.86,1.75,0.47,4.48,Rate not different than Statewide Rate,1
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2015.0,583,3,0.51,0.45,0.84,0.17,2.47,Rate not different than Statewide Rate,1
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2016.0,224,4,1.79,1.71,0.87,0.23,2.24,Rate not different than Statewide Rate,1
